Date.Time,SN_10779069.cal,SN_10487930,SN_10487931,SN_10487932,SN_10487933,SN_10487934,SN_10487935,SN_10487936,SN_10779056,SN_10779057,SN_10779058,SN_10779059,SN_10779060,SN_10779061,SN_10779062,SN_10779063,SN_10779064,SN_10779065,SN_10779067,SN_10779068.cal
1/4/16 2:00,23.497,23.472,23.424,23.472,23.472,23.448,23.448,23.424,23.472,23.448,23.472,23.521,23.472,23.497,23.472,23.472,23.497,23.424,23.497,23.521
1/4/16 2:15,23.497,23.448,23.4,23.448,23.448,23.448,23.448,23.4,23.448,23.448,23.472,23.497,23.472,23.472,23.472,23.472,23.497,23.4,23.472,23.497
1/4/16 2:30,23.472,23.448,23.4,23.448,23.448,23.424,23.448,23.4,23.448,23.448,23.448,23.497,23.448,23.472,23.448,23.448,23.472,23.4,23.472,23.497
1/4/16 2:45,23.472,23.424,23.376,23.424,23.424,23.424,23.424,23.376,23.424,23.424,23.448,23.472,23.448,23.448,23.448,23.448,23.472,23.376,23.448,23.472
1/4/16 3:00,23.448,23.4,23.352,23.4,23.4,23.4,23.4,23.352,23.4,23.4,23.4,23.448,23.424,23.424,23.424,23.424,23.448,23.352,23.424,23.448
1/4/16 3:15,23.424,23.376,23.328,23.376,23.376,23.376,23.376,23.328,23.376,23.376,23.4,23.424,23.4,23.4,23.4,23.4,23.424,23.328,23.4,23.424
1/4/16 3:30,23.4,23.352,23.304,23.352,23.352,23.352,23.352,23.304,23.352,23.352,23.376,23.4,23.376,23.376,23.376,23.376,23.4,23.304,23.376,23.4
1/4/16 3:45,23.376,23.328,23.304,23.352,23.352,23.328,23.328,23.28,23.328,23.328,23.352,23.376,23.352,23.352,23.352,23.352,23.376,23.304,23.352,23.376
1/4/16 4:00,23.352,23.304,23.28,23.328,23.328,23.304,23.304,23.256,23.304,23.304,23.328,23.352,23.328,23.328,23.328,23.328,23.352,23.256,23.352,23.352
1/4/16 4:15,23.328,23.304,23.256,23.304,23.304,23.28,23.28,23.232,23.304,23.28,23.304,23.352,23.304,23.304,23.304,23.304,23.328,23.256,23.328,23.352
1/4/16 4:30,23.304,23.256,23.232,23.28,23.28,23.256,23.256,23.208,23.256,23.256,23.28,23.304,23.28,23.28,23.28,23.28,23.304,23.208,23.304,23.304
1/4/16 4:45,23.28,23.232,23.208,23.256,23.256,23.232,23.232,23.184,23.232,23.232,23.256,23.28,23.256,23.256,23.256,23.256,23.28,23.184,23.256,23.28
1/4/16 5:00,23.256,23.232,23.184,23.232,23.232,23.208,23.208,23.184,23.232,23.208,23.232,23.28,23.232,23.256,23.232,23.232,23.256,23.184,23.256,23.28
1/4/16 5:15,23.256,23.208,23.16,23.208,23.208,23.208,23.208,23.16,23.208,23.208,23.232,23.256,23.232,23.232,23.232,23.232,23.256,23.16,23.232,23.256
1/4/16 5:30,23.232,23.208,23.16,23.208,23.208,23.184,23.184,23.16,23.208,23.184,23.208,23.256,23.208,23.232,23.208,23.208,23.232,23.16,23.232,23.256
1/4/16 5:45,23.232,23.184,23.16,23.208,23.208,23.184,23.184,23.136,23.184,23.184,23.208,23.256,23.208,23.208,23.208,23.208,23.232,23.16,23.232,23.256
1/4/16 6:00,23.232,23.184,23.136,23.184,23.184,23.184,23.184,23.136,23.184,23.184,23.208,23.232,23.208,23.208,23.208,23.208,23.232,23.136,23.208,23.232
1/4/16 6:15,23.232,23.184,23.136,23.184,23.184,23.184,23.184,23.136,23.184,23.184,23.184,23.232,23.208,23.208,23.208,23.208,23.232,23.136,23.208,23.232
1/4/16 6:30,23.232,23.184,23.136,23.184,23.184,23.16,23.184,23.136,23.184,23.184,23.184,23.232,23.208,23.208,23.208,23.208,23.232,23.136,23.208,23.232
1/4/16 6:45,23.208,23.184,23.136,23.184,23.184,23.16,23.16,23.136,23.184,23.16,23.184,23.232,23.184,23.208,23.184,23.184,23.208,23.136,23.208,23.232
1/4/16 7:00,23.208,23.16,23.136,23.184,23.184,23.16,23.16,23.112,23.184,23.16,23.184,23.208,23.208,23.208,23.184,23.184,23.208,23.136,23.208,23.208
1/4/16 7:15,23.208,23.16,23.136,23.184,23.184,23.16,23.16,23.112,23.184,23.16,23.184,23.232,23.184,23.208,23.184,23.184,23.208,23.112,23.208,23.208
1/4/16 7:30,23.208,23.16,23.136,23.184,23.184,23.16,23.16,23.112,23.16,23.16,23.184,23.208,23.184,23.184,23.184,23.184,23.208,23.112,23.208,23.208
1/4/16 7:45,23.208,23.184,23.136,23.184,23.184,23.16,23.16,23.136,23.184,23.16,23.184,23.232,23.184,23.208,23.184,23.184,23.208,23.136,23.208,23.232
1/4/16 8:00,23.208,23.184,23.136,23.184,23.184,23.16,23.16,23.136,23.184,23.16,23.184,23.232,23.184,23.208,23.184,23.184,23.208,23.136,23.208,23.232
1/4/16 8:15,23.208,23.16,23.112,23.16,23.16,23.16,23.16,23.112,23.16,23.16,23.184,23.208,23.184,23.184,23.184,23.184,23.208,23.112,23.184,23.208
1/4/16 8:30,23.208,23.16,23.112,23.16,23.16,23.16,23.16,23.112,23.16,23.16,23.16,23.208,23.184,23.184,23.16,23.16,23.208,23.112,23.184,23.208
1/4/16 8:45,23.208,23.16,23.112,23.16,23.16,23.16,23.16,23.112,23.16,23.16,23.16,23.208,23.184,23.184,23.184,23.184,23.208,23.112,23.184,23.208
1/4/16 9:00,23.232,23.184,23.136,23.184,23.184,23.16,23.184,23.136,23.184,23.16,23.184,23.232,23.208,23.208,23.184,23.184,23.208,23.136,23.208,23.232
1/4/16 9:15,23.256,23.232,23.184,23.232,23.232,23.208,23.232,23.184,23.232,23.208,23.232,23.28,23.256,23.256,23.232,23.232,23.256,23.184,23.256,23.256
1/4/16 9:30,23.352,23.328,23.28,23.328,23.328,23.304,23.328,23.28,23.328,23.304,23.328,23.376,23.352,23.352,23.352,23.328,23.352,23.256,23.352,23.352
1/4/16 9:45,23.497,23.448,23.4,23.448,23.448,23.448,23.448,23.4,23.448,23.448,23.472,23.497,23.472,23.472,23.472,23.448,23.497,23.4,23.472,23.497
1/4/16 10:00,23.593,23.545,23.497,23.545,23.569,23.545,23.569,23.593,23.545,23.545,23.569,23.617,23.569,23.569,23.569,23.545,23.593,23.497,23.593,23.593
1/4/16 10:15,23.785,23.737,23.689,23.737,23.737,23.737,23.857,23.761,23.737,23.713,23.737,23.785,23.761,23.761,23.761,23.737,23.761,23.689,23.809,23.761
1/4/16 10:30,23.978,23.905,23.857,23.905,23.905,23.905,24.05,23.93,23.905,23.905,23.954,23.954,23.93,23.93,23.93,23.905,23.93,23.857,23.978,23.93
1/4/16 10:45,24.074,24.002,23.954,24.026,24.026,24.026,24.122,24.026,24.002,24.002,24.074,24.122,24.074,24.026,24.026,24.026,24.05,23.954,24.074,24.05
1/4/16 11:00,24.219,24.146,24.098,24.146,24.146,24.339,24.243,24.146,24.146,24.122,24.195,24.388,24.219,24.171,24.146,24.146,24.171,24.074,24.195,24.171
1/4/16 11:15,24.388,24.315,24.267,24.315,24.315,24.508,24.363,24.291,24.315,24.291,24.339,24.605,24.412,24.339,24.315,24.315,24.339,24.243,24.363,24.339
1/4/16 11:30,24.557,24.484,24.436,24.508,24.508,24.653,24.508,24.436,24.508,24.484,24.508,24.75,24.581,24.508,24.508,24.484,24.532,24.436,24.532,24.508
1/4/16 11:45,24.726,24.677,24.629,24.702,24.677,24.798,24.677,24.629,24.677,24.653,24.702,24.919,24.774,24.702,24.702,24.677,24.702,24.605,24.702,24.702
1/4/16 12:00,24.847,24.798,24.774,24.823,24.823,24.944,24.798,24.75,24.823,24.798,24.823,25.089,24.919,24.847,24.823,24.798,24.847,24.75,24.847,24.847
1/4/16 12:15,24.944,24.919,24.871,24.919,24.919,24.919,24.919,24.871,24.919,24.895,24.919,24.992,24.944,24.944,24.919,24.919,24.944,24.871,24.944,24.944
1/4/16 12:30,25.016,24.968,24.919,24.968,24.968,24.968,24.968,24.919,24.968,24.944,24.992,25.065,24.992,24.992,24.992,24.992,24.992,24.919,25.016,25.016
1/4/16 12:45,25.04,24.992,24.944,25.016,25.016,24.992,24.992,24.944,24.992,24.992,25.016,25.065,25.016,25.04,25.016,25.016,25.04,24.944,25.04,25.04
1/4/16 13:00,25.065,25.016,24.992,25.04,25.04,25.016,25.016,24.992,25.016,25.016,25.04,25.089,25.04,25.065,25.04,25.04,25.065,24.992,25.065,25.065
1/4/16 13:15,25.065,25.016,24.992,25.04,25.04,25.016,25.016,24.968,25.016,25.016,25.04,25.089,25.04,25.04,25.04,25.04,25.065,24.992,25.065,25.065
1/4/16 13:30,25.04,25.016,24.968,25.016,25.016,24.992,25.016,24.968,25.016,25.016,25.016,25.065,25.04,25.04,25.016,25.016,25.04,24.968,25.04,25.04
1/4/16 13:45,25.016,24.992,24.944,24.992,24.992,24.992,24.992,24.944,24.992,24.992,24.992,25.04,25.016,25.016,24.992,24.992,25.016,24.944,25.016,25.04
1/4/16 14:00,25.016,24.968,24.919,24.968,24.968,24.968,24.944,24.919,24.968,24.944,24.968,25.016,24.992,24.992,24.992,24.992,24.992,24.919,24.992,25.016
1/4/16 14:15,24.992,24.944,24.895,24.944,24.944,24.919,24.919,24.895,24.944,24.919,24.944,24.992,24.944,24.968,24.944,24.944,24.968,24.895,24.968,24.992
1/4/16 14:30,24.944,24.919,24.871,24.919,24.919,24.895,24.895,24.871,24.919,24.895,24.919,24.968,24.919,24.944,24.919,24.919,24.944,24.871,24.944,24.968
1/4/16 14:45,24.944,24.895,24.847,24.895,24.895,24.895,24.871,24.847,24.895,24.871,24.895,24.944,24.895,24.919,24.895,24.895,24.919,24.847,24.919,24.944
1/4/16 15:00,24.895,24.847,24.823,24.871,24.871,24.847,24.847,24.823,24.871,24.847,24.871,24.895,24.871,24.895,24.871,24.871,24.895,24.823,24.895,24.919
1/4/16 15:15,24.871,24.823,24.774,24.823,24.823,24.823,24.823,24.774,24.823,24.823,24.823,24.871,24.847,24.847,24.847,24.847,24.871,24.774,24.847,24.871
1/4/16 15:30,24.823,24.798,24.75,24.798,24.798,24.774,24.774,24.75,24.798,24.774,24.798,24.823,24.798,24.823,24.798,24.798,24.823,24.75,24.823,24.847
1/4/16 15:45,24.798,24.75,24.702,24.75,24.75,24.75,24.75,24.702,24.75,24.75,24.75,24.798,24.774,24.774,24.774,24.774,24.798,24.702,24.774,24.798
1/4/16 16:00,24.75,24.702,24.653,24.702,24.702,24.702,24.702,24.653,24.702,24.702,24.702,24.75,24.726,24.726,24.726,24.702,24.75,24.653,24.726,24.75
1/4/16 16:15,24.677,24.629,24.605,24.653,24.653,24.629,24.629,24.605,24.629,24.629,24.653,24.702,24.653,24.677,24.653,24.653,24.677,24.605,24.677,24.677
1/4/16 16:30,24.629,24.581,24.532,24.581,24.605,24.581,24.581,24.532,24.581,24.581,24.605,24.629,24.605,24.605,24.605,24.605,24.629,24.532,24.605,24.629
1/4/16 16:45,24.557,24.508,24.484,24.532,24.532,24.508,24.508,24.46,24.508,24.508,24.532,24.557,24.532,24.557,24.532,24.532,24.557,24.484,24.557,24.557
1/4/16 17:00,24.508,24.46,24.412,24.46,24.46,24.46,24.46,24.412,24.46,24.46,24.46,24.508,24.484,24.484,24.484,24.484,24.508,24.412,24.484,24.508
1/4/16 17:15,24.436,24.412,24.363,24.412,24.412,24.388,24.388,24.363,24.412,24.388,24.412,24.436,24.412,24.436,24.412,24.412,24.436,24.363,24.436,24.46
1/4/16 17:30,24.388,24.339,24.291,24.339,24.363,24.339,24.339,24.291,24.339,24.339,24.363,24.388,24.363,24.363,24.363,24.363,24.388,24.291,24.363,24.388
1/4/16 17:45,24.339,24.291,24.243,24.291,24.291,24.291,24.291,24.243,24.291,24.267,24.291,24.339,24.315,24.315,24.315,24.315,24.339,24.243,24.315,24.339
1/4/16 18:00,24.267,24.243,24.195,24.243,24.243,24.243,24.243,24.195,24.243,24.219,24.243,24.291,24.267,24.267,24.243,24.243,24.267,24.195,24.267,24.291
1/4/16 18:15,24.219,24.195,24.146,24.195,24.195,24.195,24.195,24.146,24.195,24.171,24.195,24.243,24.219,24.219,24.219,24.219,24.243,24.146,24.219,24.243
1/4/16 18:30,24.195,24.146,24.098,24.146,24.146,24.146,24.146,24.098,24.146,24.146,24.146,24.195,24.171,24.171,24.171,24.171,24.195,24.098,24.171,24.195
1/4/16 18:45,24.146,24.098,24.05,24.098,24.098,24.098,24.098,24.05,24.098,24.098,24.122,24.146,24.122,24.122,24.122,24.122,24.146,24.05,24.122,24.146
1/4/16 19:00,24.098,24.074,24.026,24.074,24.074,24.05,24.05,24.026,24.074,24.05,24.074,24.122,24.074,24.098,24.074,24.074,24.098,24.026,24.098,24.122
1/4/16 19:15,24.074,24.026,24.002,24.05,24.05,24.026,24.026,23.978,24.026,24.026,24.05,24.074,24.05,24.05,24.05,24.05,24.074,23.978,24.074,24.074
1/4/16 19:30,24.05,24.002,23.978,24.026,24.026,24.002,24.002,23.954,24.002,24.002,24.026,24.05,24.026,24.026,24.026,24.026,24.05,23.954,24.026,24.05
1/4/16 19:45,24.026,23.978,23.954,23.978,23.978,23.978,23.978,23.93,23.978,23.978,24.002,24.026,24.002,24.002,24.002,24.002,24.026,23.93,24.026,24.026
1/4/16 20:00,24.002,23.954,23.93,23.978,23.978,23.954,23.954,23.905,23.954,23.954,23.978,24.002,23.978,23.978,23.978,23.978,24.002,23.93,24.002,24.002
1/4/16 20:15,23.978,23.93,23.905,23.954,23.954,23.93,23.93,23.881,23.954,23.93,23.954,23.978,23.954,23.978,23.954,23.954,23.978,23.905,23.978,24.002
1/4/16 20:30,23.954,23.93,23.881,23.93,23.93,23.905,23.905,23.881,23.93,23.905,23.93,23.978,23.93,23.954,23.93,23.93,23.954,23.881,23.954,23.978
1/4/16 20:45,23.954,23.905,23.857,23.905,23.905,23.905,23.905,23.857,23.905,23.905,23.93,23.954,23.93,23.93,23.93,23.93,23.954,23.857,23.93,23.954
1/4/16 21:00,23.93,23.905,23.857,23.905,23.905,23.881,23.881,23.857,23.905,23.881,23.905,23.954,23.905,23.93,23.905,23.905,23.93,23.857,23.93,23.954
1/4/16 21:15,23.93,23.881,23.833,23.881,23.881,23.881,23.881,23.833,23.881,23.881,23.881,23.93,23.905,23.905,23.905,23.905,23.93,23.833,23.905,23.93
1/4/16 21:30,23.905,23.881,23.833,23.881,23.881,23.857,23.857,23.809,23.857,23.857,23.881,23.905,23.881,23.881,23.881,23.881,23.905,23.833,23.905,23.93
1/4/16 21:45,23.905,23.857,23.809,23.857,23.857,23.857,23.857,23.809,23.857,23.857,23.881,23.905,23.881,23.881,23.881,23.881,23.905,23.809,23.881,23.905
1/4/16 22:00,23.881,23.857,23.809,23.857,23.857,23.833,23.833,23.809,23.857,23.833,23.857,23.881,23.857,23.881,23.857,23.857,23.881,23.809,23.881,23.905
1/4/16 22:15,23.881,23.833,23.809,23.857,23.857,23.833,23.833,23.785,23.833,23.833,23.857,23.881,23.857,23.857,23.857,23.857,23.881,23.785,23.881,23.881
1/4/16 22:30,23.881,23.833,23.785,23.833,23.857,23.833,23.833,23.785,23.833,23.833,23.857,23.881,23.857,23.857,23.857,23.857,23.881,23.785,23.857,23.881
1/4/16 22:45,23.881,23.833,23.785,23.833,23.833,23.833,23.833,23.785,23.833,23.833,23.833,23.881,23.857,23.857,23.857,23.857,23.881,23.785,23.857,23.881
1/4/16 23:00,23.881,23.833,23.785,23.833,23.833,23.833,23.833,23.785,23.833,23.833,23.833,23.881,23.857,23.857,23.833,23.833,23.881,23.785,23.857,23.881
1/4/16 23:15,23.857,23.809,23.785,23.833,23.833,23.809,23.809,23.761,23.809,23.809,23.833,23.857,23.833,23.833,23.833,23.833,23.857,23.761,23.833,23.857
1/4/16 23:30,23.857,23.809,23.761,23.809,23.809,23.785,23.809,23.761,23.809,23.809,23.809,23.857,23.833,23.833,23.833,23.833,23.833,23.761,23.833,23.857
1/4/16 23:45,23.833,23.809,23.761,23.809,23.809,23.785,23.785,23.737,23.809,23.785,23.809,23.833,23.809,23.833,23.809,23.809,23.833,23.761,23.833,23.857
1/5/16 0:00,23.833,23.785,23.761,23.809,23.809,23.785,23.785,23.737,23.785,23.785,23.809,23.833,23.809,23.833,23.809,23.809,23.833,23.761,23.833,23.833
1/5/16 0:15,23.833,23.809,23.761,23.809,23.809,23.785,23.785,23.761,23.809,23.785,23.809,23.857,23.809,23.833,23.809,23.809,23.833,23.761,23.833,23.857
1/5/16 0:30,23.833,23.809,23.761,23.809,23.809,23.809,23.809,23.761,23.809,23.785,23.809,23.857,23.833,23.833,23.833,23.833,23.833,23.761,23.833,23.857
1/5/16 0:45,23.857,23.809,23.761,23.809,23.809,23.809,23.809,23.761,23.809,23.809,23.809,23.857,23.833,23.833,23.833,23.833,23.857,23.761,23.833,23.857
1/5/16 1:00,23.857,23.809,23.761,23.809,23.809,23.809,23.809,23.761,23.809,23.809,23.833,23.857,23.833,23.833,23.833,23.833,23.857,23.761,23.833,23.857
1/5/16 1:15,23.857,23.809,23.761,23.809,23.809,23.809,23.809,23.761,23.809,23.809,23.833,23.857,23.833,23.833,23.833,23.833,23.857,23.761,23.833,23.857
1/5/16 1:30,23.857,23.809,23.761,23.809,23.809,23.809,23.809,23.761,23.809,23.809,23.809,23.857,23.833,23.833,23.833,23.833,23.857,23.761,23.833,23.857
1/5/16 1:45,23.833,23.809,23.761,23.809,23.809,23.785,23.809,23.761,23.809,23.785,23.809,23.857,23.833,23.833,23.833,23.833,23.857,23.761,23.833,23.857
1/5/16 2:00,23.833,23.809,23.761,23.809,23.809,23.785,23.785,23.737,23.809,23.785,23.809,23.833,23.809,23.833,23.809,23.809,23.833,23.761,23.833,23.857
1/5/16 2:15,23.833,23.785,23.761,23.809,23.809,23.785,23.785,23.737,23.785,23.785,23.809,23.833,23.809,23.809,23.809,23.809,23.833,23.737,23.833,23.833
1/5/16 2:30,23.833,23.785,23.761,23.785,23.785,23.785,23.785,23.737,23.785,23.785,23.809,23.833,23.809,23.809,23.809,23.809,23.833,23.737,23.833,23.833
1/5/16 2:45,23.833,23.785,23.761,23.809,23.809,23.785,23.785,23.737,23.785,23.785,23.809,23.833,23.809,23.833,23.809,23.809,23.833,23.761,23.833,23.833
1/5/16 3:00,23.833,23.785,23.761,23.785,23.809,23.785,23.785,23.737,23.785,23.785,23.809,23.833,23.809,23.833,23.809,23.809,23.833,23.737,23.833,23.833
1/5/16 3:15,23.833,23.785,23.761,23.785,23.785,23.785,23.785,23.737,23.785,23.785,23.809,23.833,23.809,23.809,23.809,23.809,23.833,23.737,23.833,23.833
1/5/16 3:30,23.833,23.785,23.737,23.785,23.785,23.761,23.761,23.737,23.785,23.761,23.785,23.833,23.785,23.809,23.785,23.785,23.833,23.737,23.809,23.833
1/5/16 3:45,23.785,23.737,23.689,23.737,23.737,23.737,23.737,23.689,23.737,23.737,23.761,23.785,23.761,23.761,23.761,23.761,23.785,23.689,23.761,23.785
1/5/16 4:00,23.761,23.713,23.665,23.713,23.737,23.713,23.713,23.665,23.713,23.713,23.737,23.761,23.737,23.737,23.737,23.737,23.761,23.665,23.761,23.761
1/5/16 4:15,23.761,23.713,23.689,23.737,23.737,23.713,23.713,23.665,23.737,23.713,23.737,23.761,23.737,23.737,23.737,23.737,23.761,23.689,23.761,23.761
1/5/16 4:30,23.785,23.737,23.689,23.737,23.737,23.737,23.737,23.689,23.737,23.737,23.737,23.785,23.761,23.761,23.761,23.761,23.785,23.689,23.761,23.785
1/5/16 4:45,23.785,23.761,23.713,23.761,23.761,23.737,23.737,23.689,23.761,23.737,23.761,23.785,23.761,23.785,23.761,23.761,23.785,23.713,23.785,23.785
1/5/16 5:00,23.809,23.761,23.713,23.761,23.785,23.761,23.761,23.713,23.761,23.761,23.785,23.809,23.785,23.785,23.785,23.785,23.809,23.713,23.785,23.809
1/5/16 5:15,23.833,23.785,23.737,23.785,23.785,23.785,23.785,23.737,23.785,23.785,23.785,23.833,23.809,23.809,23.809,23.809,23.833,23.737,23.809,23.833
1/5/16 5:30,23.833,23.785,23.737,23.785,23.785,23.785,23.785,23.737,23.785,23.785,23.785,23.833,23.809,23.809,23.785,23.785,23.833,23.737,23.809,23.833
1/5/16 5:45,23.809,23.761,23.713,23.761,23.761,23.761,23.761,23.713,23.761,23.761,23.785,23.809,23.785,23.785,23.785,23.785,23.809,23.713,23.785,23.809
1/5/16 6:00,23.785,23.737,23.689,23.737,23.737,23.737,23.737,23.689,23.737,23.713,23.737,23.785,23.737,23.761,23.737,23.737,23.785,23.689,23.761,23.785
1/5/16 6:15,23.737,23.689,23.641,23.689,23.689,23.689,23.689,23.641,23.689,23.689,23.713,23.737,23.713,23.713,23.713,23.713,23.737,23.641,23.713,23.737
1/5/16 6:30,23.689,23.665,23.617,23.665,23.665,23.641,23.641,23.617,23.665,23.641,23.665,23.713,23.665,23.689,23.665,23.665,23.689,23.617,23.689,23.689
1/5/16 6:45,23.689,23.641,23.593,23.641,23.641,23.641,23.641,23.593,23.641,23.641,23.641,23.689,23.641,23.665,23.641,23.641,23.689,23.593,23.665,23.689
1/5/16 7:00,23.689,23.641,23.617,23.641,23.641,23.641,23.641,23.593,23.641,23.641,23.665,23.689,23.665,23.665,23.665,23.665,23.689,23.593,23.665,23.689
1/5/16 7:15,23.713,23.665,23.617,23.665,23.665,23.641,23.641,23.617,23.665,23.641,23.665,23.713,23.689,23.689,23.665,23.665,23.689,23.617,23.689,23.713
1/5/16 7:30,23.713,23.665,23.641,23.665,23.689,23.665,23.665,23.617,23.665,23.665,23.689,23.713,23.689,23.689,23.689,23.689,23.713,23.617,23.713,23.713
1/5/16 7:45,23.737,23.689,23.641,23.689,23.689,23.665,23.689,23.641,23.689,23.689,23.689,23.737,23.689,23.713,23.689,23.689,23.737,23.641,23.713,23.737
1/5/16 8:00,23.737,23.713,23.665,23.713,23.713,23.689,23.689,23.665,23.713,23.689,23.713,23.761,23.713,23.737,23.713,23.713,23.737,23.665,23.737,23.761
1/5/16 8:15,23.761,23.737,23.689,23.737,23.737,23.713,23.713,23.689,23.737,23.713,23.737,23.785,23.737,23.761,23.737,23.737,23.761,23.689,23.761,23.785
1/5/16 8:30,23.809,23.761,23.713,23.761,23.761,23.761,23.761,23.713,23.761,23.761,23.761,23.809,23.785,23.785,23.785,23.761,23.809,23.713,23.785,23.809
1/5/16 8:45,23.833,23.785,23.761,23.809,23.809,23.785,23.785,23.737,23.785,23.785,23.809,23.857,23.809,23.833,23.809,23.809,23.833,23.737,23.833,23.833
1/5/16 9:00,23.881,23.833,23.785,23.833,23.833,23.833,23.833,23.785,23.833,23.833,23.833,23.881,23.857,23.857,23.857,23.857,23.881,23.785,23.857,23.881
1/5/16 9:15,23.93,23.881,23.833,23.881,23.905,23.881,23.881,23.833,23.881,23.881,23.905,23.93,23.905,23.905,23.905,23.905,23.93,23.833,23.93,23.93
1/5/16 9:30,24.026,24.002,23.954,24.002,24.002,23.978,24.002,23.954,24.002,23.978,24.002,24.05,24.002,24.026,24.002,24.002,24.026,23.954,24.026,24.026
1/5/16 9:45,24.122,24.098,24.05,24.098,24.122,24.098,24.098,24.05,24.098,24.074,24.098,24.146,24.122,24.122,24.122,24.098,24.146,24.05,24.122,24.122
1/5/16 10:00,24.243,24.195,24.146,24.195,24.219,24.195,24.219,24.195,24.195,24.195,24.219,24.243,24.219,24.219,24.219,24.219,24.243,24.146,24.243,24.243
1/5/16 10:15,24.339,24.291,24.243,24.291,24.291,24.291,24.339,24.291,24.291,24.267,24.315,24.339,24.315,24.315,24.315,24.291,24.315,24.243,24.339,24.315
1/5/16 10:30,24.436,24.388,24.339,24.388,24.388,24.388,24.436,24.363,24.388,24.363,24.412,24.46,24.412,24.412,24.412,24.388,24.436,24.339,24.436,24.436
1/5/16 10:45,24.508,24.46,24.412,24.46,24.46,24.46,24.484,24.436,24.46,24.436,24.484,24.532,24.484,24.484,24.46,24.46,24.484,24.412,24.508,24.484
1/5/16 11:00,24.508,24.46,24.412,24.46,24.484,24.484,24.484,24.436,24.46,24.46,24.484,24.532,24.484,24.484,24.484,24.484,24.508,24.412,24.508,24.508
1/5/16 11:15,24.557,24.508,24.46,24.508,24.508,24.605,24.532,24.46,24.508,24.484,24.532,24.677,24.557,24.532,24.508,24.508,24.532,24.46,24.557,24.532
1/5/16 11:30,24.605,24.557,24.508,24.557,24.557,24.605,24.557,24.508,24.557,24.532,24.557,24.677,24.605,24.581,24.581,24.557,24.605,24.508,24.581,24.605
1/5/16 11:45,24.677,24.629,24.581,24.653,24.629,24.75,24.629,24.581,24.629,24.629,24.653,24.823,24.702,24.653,24.653,24.629,24.677,24.581,24.677,24.677
1/5/16 12:00,24.75,24.702,24.653,24.726,24.702,24.774,24.702,24.653,24.702,24.702,24.726,24.871,24.75,24.726,24.726,24.702,24.75,24.653,24.75,24.75
1/5/16 12:15,24.823,24.774,24.726,24.774,24.774,24.823,24.774,24.726,24.774,24.75,24.774,24.944,24.823,24.798,24.798,24.774,24.798,24.726,24.798,24.798
1/5/16 12:30,24.871,24.847,24.798,24.847,24.847,24.847,24.847,24.798,24.847,24.823,24.847,24.919,24.847,24.871,24.847,24.847,24.871,24.798,24.871,24.871
1/5/16 12:45,24.895,24.871,24.823,24.871,24.871,24.871,24.871,24.823,24.871,24.847,24.871,24.919,24.871,24.895,24.871,24.871,24.895,24.823,24.895,24.919
1/5/16 13:00,24.919,24.895,24.847,24.895,24.895,24.871,24.895,24.847,24.895,24.871,24.895,24.944,24.895,24.919,24.895,24.895,24.919,24.847,24.919,24.944
1/5/16 13:15,24.944,24.895,24.847,24.895,24.895,24.895,24.895,24.847,24.895,24.895,24.895,24.944,24.895,24.919,24.895,24.895,24.944,24.847,24.919,24.944
1/5/16 13:30,24.919,24.871,24.823,24.871,24.895,24.871,24.871,24.823,24.871,24.871,24.895,24.919,24.895,24.895,24.895,24.895,24.919,24.823,24.895,24.919
1/5/16 13:45,24.919,24.895,24.847,24.895,24.895,24.871,24.871,24.847,24.895,24.871,24.895,24.944,24.895,24.919,24.895,24.895,24.919,24.847,24.919,24.919
1/5/16 14:00,24.944,24.919,24.871,24.919,24.919,24.919,24.919,24.871,24.919,24.895,24.919,24.968,24.944,24.944,24.944,24.919,24.944,24.871,24.944,24.968
1/5/16 14:15,24.992,24.944,24.895,24.944,24.944,24.944,24.944,24.895,24.944,24.944,24.944,24.992,24.968,24.968,24.968,24.944,24.992,24.895,24.968,24.992
1/5/16 14:30,25.016,24.968,24.919,24.968,24.968,24.968,24.944,24.919,24.968,24.944,24.968,25.016,24.992,24.992,24.992,24.992,24.992,24.919,24.992,25.016
1/5/16 14:45,25.016,24.968,24.919,24.968,24.968,24.944,24.944,24.919,24.968,24.944,24.968,25.016,24.992,24.992,24.992,24.992,24.992,24.919,24.992,25.016
1/5/16 15:00,25.016,24.968,24.919,24.968,24.968,24.968,24.968,24.919,24.968,24.944,24.992,25.016,24.992,24.992,24.992,24.992,24.992,24.919,24.992,25.016
1/5/16 15:15,24.992,24.944,24.895,24.944,24.944,24.944,24.944,24.895,24.944,24.944,24.944,24.992,24.968,24.992,24.968,24.968,24.992,24.895,24.992,24.992
1/5/16 15:30,24.968,24.919,24.871,24.919,24.944,24.919,24.919,24.871,24.919,24.919,24.944,24.968,24.944,24.944,24.944,24.944,24.968,24.871,24.944,24.968
1/5/16 15:45,24.919,24.895,24.847,24.895,24.895,24.871,24.871,24.847,24.895,24.871,24.895,24.944,24.895,24.919,24.895,24.895,24.919,24.847,24.919,24.944
1/5/16 16:00,24.871,24.823,24.798,24.847,24.847,24.823,24.823,24.798,24.823,24.823,24.847,24.871,24.847,24.847,24.847,24.847,24.871,24.798,24.871,24.871
